VALIDACAO_ID;BUILD;DATA_HORA;ETAPA;EXECUCAO_ID;OK;FALHA;MANUAL;STATUS;CSV_FALHAS;PRIMEIRA_FALHA;ACAO_IA
VR_20260426_111549;20e400b-em-homologacao;26/04/2026 11:21:30;V1_RAPIDA;BO-20260426-111549;171;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260426_111549;20e400b-em-homologacao;26/04/2026 11:22:50;V2_SMOKE;TV2_20260426_112130;14;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260426_111549;20e400b-em-homologacao;26/04/2026 11:25:02;V2_CANONICO;TV2_20260426_112250;20;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260426_111549;20e400b-em-homologacao;26/04/2026 11:25:02;GERAL;;;;;APROVADO;;;Usar este CSV como evidencia textual da validacao.
