VALIDACAO_ID;BUILD;DATA_HORA;ETAPA;EXECUCAO_ID;OK;FALHA;MANUAL;STATUS;CSV_FALHAS;PRIMEIRA_FALHA;ACAO_IA
VR_20260503_175218;f7aa84f+ONDA17.MD1D2-visibility-status-bar-rica;03/05/2026 17:58:23;V1_RAPIDA;BO-20260503-175219;171;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260503_175218;f7aa84f+ONDA17.MD1D2-visibility-status-bar-rica;03/05/2026 17:59:34;V2_SMOKE;TV2_20260503_175823;27;0;4;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260503_175218;f7aa84f+ONDA17.MD1D2-visibility-status-bar-rica;03/05/2026 18:02:47;V2_CANONICO;TV2_20260503_175934;23;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260503_175218;f7aa84f+ONDA17.MD1D2-visibility-status-bar-rica;03/05/2026 18:05:57;V2_E2E_STRIKES;TV2_20260503_180247;65;0;1;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260503_175218;f7aa84f+ONDA17.MD1D2-visibility-status-bar-rica;03/05/2026 18:05:58;GERAL;;;;;APROVADO;;;"Quarteto V1+V2_Smoke+V2_Canonica+E2E_Strikes; usar como evidencia textual."
