VALIDACAO_ID;BUILD;DATA_HORA;ETAPA;EXECUCAO_ID;OK;FALHA;MANUAL;STATUS;CSV_FALHAS;PRIMEIRA_FALHA;ACAO_IA
VR_20260507_043052;f7aa84f+ONDA23.MD23.2-transacao-interrupt;07/05/2026 04:36:56;V1_RAPIDA;BO-20260507-043052;171;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260507_043052;f7aa84f+ONDA23.MD23.2-transacao-interrupt;07/05/2026 04:38:32;V2_SMOKE;TV2_20260507_043656;32;0;4;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260507_043052;f7aa84f+ONDA23.MD23.2-transacao-interrupt;07/05/2026 04:42:00;V2_CANONICO;TV2_20260507_043832;24;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260507_043052;f7aa84f+ONDA23.MD23.2-transacao-interrupt;07/05/2026 04:46:00;V2_E2E_STRIKES;TV2_20260507_044200;75;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260507_043052;f7aa84f+ONDA23.MD23.2-transacao-interrupt;07/05/2026 04:46:05;V2_INTEGRIDADE_BASE;TV2_20260507_044600;4;0;1;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260507_043052;f7aa84f+ONDA23.MD23.2-transacao-interrupt;07/05/2026 04:46:05;GERAL;;;;;APROVADO;;;"Quinteto V1+V2_Smoke+V2_Canonica+E2E_Strikes+IntegridadeBase; usar como evidencia textual."
