VALIDACAO_ID;BUILD;DATA_HORA;ETAPA;EXECUCAO_ID;OK;FALHA;MANUAL;STATUS;CSV_FALHAS;PRIMEIRA_FALHA;ACAO_IA
VR_20260429_014916;f7aa84f+ONDA05-em-homologacao;29/04/2026 01:54:43;V1_RAPIDA;BO-20260429-014916;171;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260429_014916;f7aa84f+ONDA05-em-homologacao;29/04/2026 01:56:06;V2_SMOKE;TV2_20260429_015443;14;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260429_014916;f7aa84f+ONDA05-em-homologacao;29/04/2026 01:58:24;V2_CANONICO;TV2_20260429_015606;20;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260429_014916;f7aa84f+ONDA05-em-homologacao;29/04/2026 01:58:24;GERAL;;;;;APROVADO;;;Usar este CSV como evidencia textual da validacao.
