VALIDACAO_ID;BUILD;DATA_HORA;ETAPA;EXECUCAO_ID;OK;FALHA;MANUAL;STATUS;CSV_FALHAS;PRIMEIRA_FALHA;ACAO_IA
VR_20260507_010423;f7aa84f+ONDA22.MD22.4-bordas-temporais-strikes;07/05/2026 01:17:53;V1_RAPIDA;BO-20260507-010423;171;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260507_010423;f7aa84f+ONDA22.MD22.4-bordas-temporais-strikes;07/05/2026 01:19:38;V2_SMOKE;TV2_20260507_011753;32;0;4;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260507_010423;f7aa84f+ONDA22.MD22.4-bordas-temporais-strikes;07/05/2026 01:24:29;V2_CANONICO;TV2_20260507_011938;24;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260507_010423;f7aa84f+ONDA22.MD22.4-bordas-temporais-strikes;07/05/2026 01:29:07;V2_E2E_STRIKES;TV2_20260507_012429;75;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260507_010423;f7aa84f+ONDA22.MD22.4-bordas-temporais-strikes;07/05/2026 01:29:11;V2_INTEGRIDADE_BASE;TV2_20260507_012907;4;0;1;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260507_010423;f7aa84f+ONDA22.MD22.4-bordas-temporais-strikes;07/05/2026 01:29:11;GERAL;;;;;APROVADO;;;"Quinteto V1+V2_Smoke+V2_Canonica+E2E_Strikes+IntegridadeBase; usar como evidencia textual."
