VALIDACAO_ID;BUILD;DATA_HORA;ETAPA;EXECUCAO_ID;OK;FALHA;MANUAL;STATUS;CSV_FALHAS;PRIMEIRA_FALHA;ACAO_IA
VR_20260427_093020;f7aa84f-em-homologacao;27/04/2026 09:35:41;V1_RAPIDA;BO-20260427-093020;171;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260427_093020;f7aa84f-em-homologacao;27/04/2026 09:37:01;V2_SMOKE;TV2_20260427_093541;14;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260427_093020;f7aa84f-em-homologacao;27/04/2026 09:39:39;V2_CANONICO;TV2_20260427_093701;20;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260427_093020;f7aa84f-em-homologacao;27/04/2026 09:39:39;GERAL;;;;;APROVADO;;;Usar este CSV como evidencia textual da validacao.
