VALIDACAO_ID;BUILD;DATA_HORA;ETAPA;EXECUCAO_ID;OK;FALHA;MANUAL;STATUS;CSV_FALHAS;PRIMEIRA_FALHA;ACAO_IA
VR_20260606_193911;293e44c+ONDA38.2.26-PUNICOES-DIAS-fix4;06/06/2026 19:48:42;V1_RAPIDA;BO-20260606-193911;171;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260606_193911;293e44c+ONDA38.2.26-PUNICOES-DIAS-fix4;06/06/2026 19:51:05;V2_SMOKE;TV2_20260606_194842;34;0;4;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260606_193911;293e44c+ONDA38.2.26-PUNICOES-DIAS-fix4;06/06/2026 19:56:30;V2_CANONICO;TV2_20260606_195105;24;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260606_193911;293e44c+ONDA38.2.26-PUNICOES-DIAS-fix4;06/06/2026 20:06:24;V2_E2E_STRIKES;TV2_20260606_195630;76;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260606_193911;293e44c+ONDA38.2.26-PUNICOES-DIAS-fix4;06/06/2026 20:07:10;V2_INTEGRIDADE_BASE;TV2_20260606_200624;4;0;1;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260606_193911;293e44c+ONDA38.2.26-PUNICOES-DIAS-fix4;06/06/2026 20:12:17;V2_ONDA23_ADV;ADVERSARIAL_UI:TV2_20260606_200710|TRANSACAO_INTERRUPT:TV2_20260606_200923|BOUNDARY_DATES:TV2_20260606_201033;27;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260606_193911;293e44c+ONDA38.2.26-PUNICOES-DIAS-fix4;06/06/2026 20:13:42;V2_IMPRESSAO_RESIDUAL;TV2_20260606_201217;7;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260606_193911;293e44c+ONDA38.2.26-PUNICOES-DIAS-fix4;06/06/2026 20:15:06;V2_PUNICOES_DIAS;TV2_20260606_201342;8;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260606_193911;293e44c+ONDA38.2.26-PUNICOES-DIAS-fix4;06/06/2026 20:15:06;GERAL;;;;;APROVADO;;;"RVS V1+V2_Smoke+V2_Canonica+E2E_Strikes+IntegridadeBase+Onda23Adv+ImpressaoResidual+PunicoesDias; usar como evidencia textual."
