VALIDACAO_ID;BUILD;DATA_HORA;ETAPA;EXECUCAO_ID;OK;FALHA;MANUAL;STATUS;CSV_FALHAS;PRIMEIRA_FALHA;ACAO_IA
VR_20260602_112011;e157221+ONDA38.2.18-FIX1-BO330-STATUS;02/06/2026 11:29:44;V1_RAPIDA;BO-20260602-112011;171;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260602_112011;e157221+ONDA38.2.18-FIX1-BO330-STATUS;02/06/2026 11:32:07;V2_SMOKE;TV2_20260602_112944;34;0;4;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260602_112011;e157221+ONDA38.2.18-FIX1-BO330-STATUS;02/06/2026 11:37:28;V2_CANONICO;TV2_20260602_113207;24;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260602_112011;e157221+ONDA38.2.18-FIX1-BO330-STATUS;02/06/2026 11:37:28;GERAL;;;;;APROVADO;;;Usar este CSV como evidencia textual da validacao.
