VALIDACAO_ID;BUILD;DATA_HORA;ETAPA;EXECUCAO_ID;OK;FALHA;MANUAL;STATUS;CSV_FALHAS;PRIMEIRA_FALHA;ACAO_IA
VR_20260521_182816;e43352f+ONDA27.MD27.1-rvs-labels-csv-prefix;21/05/2026 18:34:01;V1_RAPIDA;BO-20260521-182816;171;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260521_182816;e43352f+ONDA27.MD27.1-rvs-labels-csv-prefix;21/05/2026 18:35:33;V2_SMOKE;TV2_20260521_183401;34;0;4;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260521_182816;e43352f+ONDA27.MD27.1-rvs-labels-csv-prefix;21/05/2026 18:38:56;V2_CANONICO;TV2_20260521_183533;24;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260521_182816;e43352f+ONDA27.MD27.1-rvs-labels-csv-prefix;21/05/2026 18:42:48;V2_E2E_STRIKES;TV2_20260521_183856;76;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260521_182816;e43352f+ONDA27.MD27.1-rvs-labels-csv-prefix;21/05/2026 18:42:53;V2_INTEGRIDADE_BASE;TV2_20260521_184248;4;0;1;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260521_182816;e43352f+ONDA27.MD27.1-rvs-labels-csv-prefix;21/05/2026 18:43:17;V2_ONDA23_ADV;ADVERSARIAL_UI:TV2_20260521_184253|TRANSACAO_INTERRUPT:TV2_20260521_184302|BOUNDARY_DATES:TV2_20260521_184310;27;0;0;OK;NAO_EXPORTADO;;Sem acao corretiva.
VR_20260521_182816;e43352f+ONDA27.MD27.1-rvs-labels-csv-prefix;21/05/2026 18:43:17;GERAL;;;;;APROVADO;;;"RVS V1+V2_Smoke+V2_Canonica+E2E_Strikes+IntegridadeBase+Onda23Adv; usar como evidencia textual."
