path_src_vba,sha256_src,path_export_v5,sha256_v5,classe
src/vba/Altera_Empresa.frm,ee8f79df9b2c1a9af73b625b8a9a42cc56632f81aefcf3f1704bf98a9d19ee3b,local-ai/incoming/V206_ANCHOR_V5_20260524/Altera_Empresa.frm,ee8f79df9b2c1a9af73b625b8a9a42cc56632f81aefcf3f1704bf98a9d19ee3b,drift_export_benigno
src/vba/Altera_Empresa.frx,209f7e501546e7a81d1b6affaec1d1e5a65fd2b382218cd6214f0479fd52ac0c,local-ai/incoming/V206_ANCHOR_V5_20260524/Altera_Empresa.frx,fa324efa97cb19e3ac52a38816ef2791ea380bf748dca3184a2721b135697348,drift_export_benigno
src/vba/Altera_Entidade.frm,0636a6a2a3e480db86ae85d1ae93c5c35f26ea073f6a6bd93c1c207a1af0b736,local-ai/incoming/V206_ANCHOR_V5_20260524/Altera_Entidade.frm,0636a6a2a3e480db86ae85d1ae93c5c35f26ea073f6a6bd93c1c207a1af0b736,drift_export_benigno
src/vba/Altera_Entidade.frx,9949dd8e0ca9e091891be73915ad06ed1ba8624de171e6e6b0b1735cd19c5d1e,local-ai/incoming/V206_ANCHOR_V5_20260524/Altera_Entidade.frx,daf3ae287390181d7473b187ad08d2523f0c2b4dab9ffe2b5ca29feda126be4d,drift_export_benigno
src/vba/App_Release.bas,d353b65befa2658609b2b6d299431fd43e3faea5ec9b9582f4a47c6a2ecd7302,local-ai/incoming/V206_ANCHOR_V5_20260524/App_Release.bas,d353b65befa2658609b2b6d299431fd43e3faea5ec9b9582f4a47c6a2ecd7302,drift_export_benigno
src/vba/AppContext.bas,44c25f278a6fd6804f47a1c161006f269626f14d4f983f26b67b9eed8712ac11,local-ai/incoming/V206_ANCHOR_V5_20260524/AppContext.bas,44c25f278a6fd6804f47a1c161006f269626f14d4f983f26b67b9eed8712ac11,drift_export_benigno
src/vba/Audit_Log.bas,da390e3d8d1f4a9c6e05dcd142769f55200ef472e289c52f5fbd1f56a1c7a6ea,local-ai/incoming/V206_ANCHOR_V5_20260524/Audit_Log.bas,8de72db36e0c69695a5f575d11e92510838a7629104a4fd988d0cd94367a7a20,diferenca_funcional
src/vba/Auto_Open.bas,976296455aa93e158b2be289f84286de2566ed7186d45ae1672c5b1758979dc0,local-ai/incoming/V206_ANCHOR_V5_20260524/Auto_Open.bas,976296455aa93e158b2be289f84286de2566ed7186d45ae1672c5b1758979dc0,igual
src/vba/Cadastro_Servico.frm,6e1275f23f2a908890750f60659ddfd7392840d6676a67e8fdb418827fd9552c,local-ai/incoming/V206_ANCHOR_V5_20260524/Cadastro_Servico.frm,6e1275f23f2a908890750f60659ddfd7392840d6676a67e8fdb418827fd9552c,drift_export_benigno
src/vba/Cadastro_Servico.frx,5877ec9e8b0f5344aadbebf140f7290a70b9f51534947b918eecb409aec4a504,local-ai/incoming/V206_ANCHOR_V5_20260524/Cadastro_Servico.frx,c812131e82dc36100e773e2966067eb6849a3dcfa4d7f80996c6f9af02443b42,drift_export_benigno
src/vba/Central_Testes_Relatorio.bas,86770355e96208efabbb309cf475c9b0f0218f46f455b3af18d96af383860e85,local-ai/incoming/V206_ANCHOR_V5_20260524/Central_Testes_Relatorio.bas,8584a562d3cca28ffec0be4072ec2fad6e183dc07be637603450d602433a445a,diferenca_funcional
src/vba/Central_Testes_V2.bas,25f9e25951a8d2a5632c6bdf2073c76f8e75cc6806fbc7945cb4202c380c4902,local-ai/incoming/V206_ANCHOR_V5_20260524/Central_Testes_V2.bas,25f9e25951a8d2a5632c6bdf2073c76f8e75cc6806fbc7945cb4202c380c4902,igual
src/vba/Central_Testes.bas,6aad2e263ceb382b6bbd5be9748ca86c87e6b357c6191677baf07867a504c8be,local-ai/incoming/V206_ANCHOR_V5_20260524/Central_Testes.bas,6aad2e263ceb382b6bbd5be9748ca86c87e6b357c6191677baf07867a504c8be,igual
src/vba/Classificar.bas,a1b2760c77776224308454a239633305b9d0310e87503491c1766d71035339e2,local-ai/incoming/V206_ANCHOR_V5_20260524/Classificar.bas,a1b2760c77776224308454a239633305b9d0310e87503491c1766d71035339e2,igual
src/vba/Configuracao_Inicial.frm,87de7e47620f036d36b72f12802db1974b637fb556657d4eff08f2cf3cf923c3,local-ai/incoming/V206_ANCHOR_V5_20260524/Configuracao_Inicial.frm,c8a6ec092d5a81f9ba1326e161fcb41687b73b4df675bf25c108317daed8b0c7,diferenca_funcional
src/vba/Configuracao_Inicial.frx,9a6e1ce35e87bd5b825e7107ee037da1be1cc2cc6cabed02401c28bef968b792,local-ai/incoming/V206_ANCHOR_V5_20260524/Configuracao_Inicial.frx,32d5145283229e710c33345f6205b9a48713e742db8db8bfd0b08bcbc33f3823,diferenca_funcional
src/vba/Const_Colunas.bas,c4f92a531f70ad84b9b56dad6c6d8a4892b110cb58818585499cb74af182e9e8,local-ai/incoming/V206_ANCHOR_V5_20260524/Const_Colunas.bas,c4f92a531f70ad84b9b56dad6c6d8a4892b110cb58818585499cb74af182e9e8,igual
src/vba/Credencia_Empresa.frm,09e4d83d026714db491bce23b3be41877f2a8d643ab4a6df9bd8bc0a01e4e967,local-ai/incoming/V206_ANCHOR_V5_20260524/Credencia_Empresa.frm,09e4d83d026714db491bce23b3be41877f2a8d643ab4a6df9bd8bc0a01e4e967,drift_export_benigno
